Inbox,Email
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7081
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7082
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7083
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7084
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7085
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7086
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7087
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7088
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7089
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7090
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7091
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7092
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7093
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7094
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7095
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7096
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7097
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7098
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7099
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7100
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7101
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7102
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7103
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7104
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7105
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7106
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7107
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7108
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7109
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7110
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7111
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7112
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7113
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7114
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7115
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7116
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7117
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7118
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7119
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7120
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7121
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7122
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7123
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7124
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7125
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7126
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7127
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7128
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7129
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7130
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7131
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7132
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7133
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7134
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7135
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7136
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7137
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7138
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7139
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7140
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7141
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7142
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7143
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7144
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7145
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7146
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7147
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7148
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7149
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7150
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7151
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7152
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7153
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7154
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7155
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7156
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7157
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7158
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7159
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7160
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7161
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7162
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7163
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7164
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7165
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7166
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7167
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7168
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7169
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7170
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7171
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7172
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7173
,7174
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7175
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7176
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7177
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7178
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7179
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7180
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7181
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7182
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7183
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7184
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7185
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7186
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7187
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7188
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7189
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7190
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7191
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7192
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7193
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7194
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7195
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7196
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7197
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7198
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7199
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7200
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7201
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7202
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7203
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7204
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7205
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7206
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7207
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7208
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7209
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7210
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7211
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7212
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7213
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7214
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7215
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7216
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7217
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7218
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7219
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7220
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7221
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7222
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7223
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7224
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7225
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7226
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7227
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7228
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7229
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7230
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7231
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7232
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7233
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7234
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7235
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7236
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7237
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7238
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7239
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7240
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7241
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7242
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7243
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7244
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7245
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7246
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7247
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7248
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,7249
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,7250
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,7251
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,7252
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,7253
